Datum	DDVEC	FHVEC	FG	FHX	FHXH	FHN	FHNH	FXX	FXXH	TG	TN	TNH	TX	TXH	T10N	T10NH	SQ	SP	Q	DR	RH	RHX	RHXH	PG	PX	PXH	PN	PNH	VVN	VVNH	VVX	VVXH	NG	UG	UX	UXH	UN	UNH	EV2
2016-05-27	31	25	30	50	18	10	5	100	14	205	122	4	266	14	80	6	145	89	2798	0	0	0	1	10192	10212	5	10171	24	57	24	82	12	0	61	97	24	34	10	51
2016-05-28	316	29	30	40	10	20	1	70	12	183	112	24	243	12	104	24	145	89	2869	0	0	0	1	10160	10169	1	10155	16	24	1	81	11	1	74	98	1	48	11	51
2016-05-29	347	17	20	30	12	0	23	60	12	136	88	24	185	12	63	24	37	23	1245	0	-1	-1	13	10164	10174	21	10157	3	30	3	72	20	5	84	98	3	70	18	20
2016-05-30	294	13	17	30	16	0	2	60	17	162	84	1	223	16	56	6	105	64	2235	0	0	0	1	10181	10189	10	10173	1	36	24	73	9	3	73	98	1	53	15	38
2016-05-31	268	27	30	60	12	10	1	110	12	144	121	2	184	10	101	6	0	0	651	58	109	38	5	10160	10180	1	10144	16	15	5	70	24	8	93	98	1	81	10	11
2016-06-01	323	24	26	40	15	20	3	80	1	127	69	24	161	15	44	24	39	24	1380	4	1	1	8	10185	10193	9	10158	1	45	8	81	18	6	78	97	24	60	15	22
2016-06-02	10	16	24	30	7	10	1	80	13	118	46	4	164	14	11	6	135	82	2623	0	0	0	1	10167	10185	1	10127	24	5	3	82	15	3	67	99	3	41	13	40
2016-06-03	61	24	26	50	9	0	22	80	6	91	82	9	110	1	84	12	0	0	444	90	86	27	7	10099	10119	1	10076	11	58	24	75	1	8	89	98	23	71	1	6
2016-06-04	13	20	26	40	9	10	1	100	12	91	64	24	114	18	37	24	13	8	725	87	90	17	12	10123	10171	24	10101	6	50	1	75	18	7	87	97	1	71	18	10
2016-06-05	184	9	21	30	15	10	2	70	14	110	33	4	157	14	-1	6	59	36	1720	0	0	0	1	10164	10194	9	10101	24	60	4	80	8	6	70	97	2	48	14	26
2016-06-06	190	26	35	50	6	20	2	100	15	139	98	4	187	18	95	6	55	33	1231	90	81	16	11	10052	10092	1	10037	9	28	11	80	14	7	85	98	7	60	15	20
2016-06-07	186	25	33	50	1	20	5	90	1	162	118	4	209	15	93	24	17	10	1406	28	17	13	19	10022	10052	6	9987	17	60	19	77	15	6	82	95	21	65	15	24
2016-06-08	219	64	66	100	17	20	1	200	18	152	110	2	192	13	76	6	101	61	2031	6	5	3	13	10042	10077	23	10015	1	59	13	81	10	4	68	97	1	44	16	34
2016-06-09	224	63	64	80	5	30	24	170	10	133	113	7	159	15	104	24	4	2	786	0	-1	-1	7	10101	10118	21	10073	2	61	8	80	21	7	67	75	6	53	15	12
2016-06-10	229	8	28	40	11	20	13	70	11	149	97	4	201	14	82	6	90	54	2273	0	-1	-1	23	10093	10116	3	10059	24	65	6	81	14	6	68	87	4	44	14	37
2016-06-11	84	21	25	50	12	0	18	120	15	148	129	23	200	15	123	24	15	9	1166	31	46	27	17	10027	10052	1	10011	14	19	23	80	12	8	81	97	22	57	14	19
2016-06-12	7	34	35	60	17	20	1	90	17	136	106	24	165	16	100	24	15	9	1140	0	0	0	1	10062	10114	23	10020	1	46	1	75	17	8	81	94	1	70	16	18
2016-06-13	314	24	25	40	12	10	3	70	11	117	54	24	153	12	13	24	36	22	1581	0	0	0	1	10157	10195	24	10117	1	42	24	81	9	6	70	97	24	51	15	24
2016-06-14	36	15	18	30	15	0	2	60	14	125	37	3	180	15	5	6	114	68	2453	0	0	0	1	10190	10204	8	10164	24	10	3	82	20	3	65	98	1	39	15	38
2016-06-15	175	34	41	60	15	30	1	110	15	149	111	2	193	15	95	6	9	5	782	74	87	28	7	10125	10157	1	10118	10	45	7	75	15	8	84	94	10	70	15	13
2016-06-16	217	47	50	70	11	30	2	130	11	167	133	23	199	13	106	24	72	43	1980	0	-1	-1	3	10124	10146	24	10109	5	62	4	81	14	5	69	92	2	50	15	34
2016-06-17	225	41	47	70	4	10	20	140	7	156	101	24	195	13	71	24	51	30	1732	0	-1	-1	6	10185	10206	15	10148	1	61	24	81	15	6	71	97	24	54	12	29
2016-06-18	312	13	29	50	13	10	21	90	8	144	86	24	187	12	58	24	43	26	1418	22	102	57	7	10163	10210	23	10102	8	15	24	80	14	6	81	98	24	66	14	23
2016-06-19	155	4	18	30	19	10	1	60	11	153	72	4	209	15	47	6	83	50	2226	0	0	0	1	10198	10214	4	10176	24	2	2	80	9	4	74	99	1	50	16	37
2016-06-20	31	32	33	50	9	20	1	100	11	177	125	4	218	16	107	6	49	29	1926	0	0	0	1	10158	10177	1	10138	24	35	4	79	17	6	74	95	4	55	13	34
2016-06-21	128	30	42	60	8	20	1	160	19	178	140	24	219	15	128	24	33	20	1616	31	169	128	20	10099	10130	1	10064	18	42	3	75	23	6	82	96	20	71	15	28
2016-06-22	215	62	63	80	8	40	5	160	17	154	127	10	184	16	117	6	79	47	1751	12	54	38	10	10146	10183	24	10115	1	58	9	82	20	6	71	81	5	60	18	29
2016-06-23	227	50	51	70	10	30	22	140	10	157	122	4	193	16	115	6	60	36	1874	0	0	0	1	10205	10218	13	10185	2	61	4	81	17	7	68	87	4	48	16	31
2016-06-24	232	38	45	90	16	10	4	180	16	137	119	6	167	15	114	24	27	16	787	98	114	18	6	10119	10187	1	10074	14	50	9	75	1	7	84	94	6	70	1	13
2016-06-25	274	37	40	60	10	10	22	120	11	143	105	24	173	11	76	24	74	44	1610	0	0	0	1	10163	10203	24	10123	1	60	1	80	10	5	79	93	1	65	16	26
2016-06-26	318	11	19	30	11	10	1	60	11	162	77	3	225	16	39	6	103	62	2206	0	0	0	1	10209	10219	11	10197	24	4	2	82	19	5	72	99	2	49	18	37
2016-06-27	245	22	26	40	4	10	1	90	14	180	156	2	209	13	140	24	7	4	693	11	7	5	11	10170	10191	1	10143	24	27	10	71	13	8	88	98	24	78	16	12
2016-06-28	148	28	33	60	11	10	1	100	11	223	139	2	279	16	118	6	63	38	1915	0	-1	-1	18	10081	10138	1	10037	19	1	2	78	17	6	77	99	1	56	16	36
2016-06-29	220	30	32	50	14	20	4	100	14	191	162	21	223	17	138	24	50	30	1618	3	3	3	23	10082	10101	22	10060	1	60	24	80	8	5	69	87	23	53	16	29
2016-06-30	218	34	38	60	10	20	2	110	12	191	151	22	242	16	144	24	87	52	2297	22	49	37	20	10111	10122	24	10098	1	60	20	81	15	6	71	91	20	46	12	41
2016-07-01	230	44	46	60	8	20	22	140	14	154	122	24	191	12	91	24	99	59	1924	5	2	1	14	10159	10196	22	10123	1	69	21	81	11	4	70	83	1	51	12	32
2016-07-02	174	23	28	40	1	20	5	60	1	165	118	5	213	16	100	24	82	49	2286	0	0	0	1	10188	10206	7	10176	23	63	24	82	17	4	64	82	4	45	16	39
2016-07-03	182	17	23	40	10	10	17	90	11	190	139	4	235	12	123	6	36	22	1665	0	0	0	1	10165	10175	1	10152	24	59	4	82	15	7	72	96	22	52	10	30
2016-07-04	136	22	25	40	12	10	1	70	9	212	158	4	265	15	140	6	59	35	1945	0	0	0	1	10124	10149	1	10106	24	59	2	81	17	5	71	95	4	47	16	36
2016-07-05	52	14	21	50	17	10	1	110	16	219	155	2	274	13	131	6	67	40	2108	10	4	2	22	10092	10104	1	10069	24	56	24	80	18	6	75	94	2	55	12	40
2016-07-06	192	27	31	60	9	10	1	110	11	190	135	24	229	16	98	24	42	25	1435	0	-1	-1	2	10088	10115	23	10059	3	20	3	81	19	6	82	98	3	57	15	26
2016-07-07	182	20	25	40	9	10	19	100	18	184	123	2	240	17	88	6	84	51	2136	12	26	20	23	10106	10118	10	10078	24	50	24	83	17	5	74	97	1	48	16	38
2016-07-08	216	23	31	50	14	20	1	110	14	168	151	24	197	13	136	6	20	12	805	66	199	98	10	10056	10084	24	10036	13	28	10	75	15	8	89	97	1	77	15	14
2016-07-09	237	41	43	60	5	20	22	120	12	166	138	3	194	12	127	6	18	11	1157	4	7	5	15	10108	10124	22	10089	1	56	5	73	19	7	83	94	3	72	17	20
2016-07-10	216	36	37	60	9	20	18	110	9	164	138	3	196	10	126	6	51	31	1567	11	4	1	13	10115	10121	1	10103	24	56	3	77	10	6	79	95	3	66	10	27
2016-07-11	228	47	50	60	6	30	21	140	8	156	129	22	192	15	123	24	52	32	1659	8	27	26	22	10099	10105	22	10090	4	65	22	82	12	6	75	93	22	56	15	28
2016-07-12	249	30	37	60	11	10	20	120	11	145	114	9	186	15	114	24	83	51	1977	59	78	25	1	10117	10137	14	10095	24	57	9	83	19	7	76	94	1	50	17	32
2016-07-13	214	31	35	50	14	20	2	100	14	155	129	3	205	16	124	24	21	13	1081	106	50	11	4	10033	10085	1	10000	24	30	12	80	15	8	83	97	3	61	18	18
2016-07-14	241	27	33	60	7	10	18	120	7	149	131	2	178	14	119	6	12	7	1122	8	37	36	15	10039	10093	24	9994	4	61	17	75	7	8	85	91	24	77	12	18
2016-07-15	272	22	25	50	17	10	3	100	17	153	118	4	185	16	103	6	70	43	1639	4	2	2	13	10143	10195	24	10093	1	62	4	81	16	6	75	97	4	54	16	27
2016-07-16	227	47	48	70	21	40	1	120	16	149	136	12	177	10	131	6	34	21	881	133	207	47	13	10193	10215	11	10158	23	31	23	75	7	7	89	97	13	70	9	15
2016-07-17	260	35	38	60	24	20	3	120	24	175	155	4	195	12	146	6	22	14	1216	2	4	4	8	10200	10223	14	10163	1	62	1	75	12	8	83	96	5	70	18	21
2016-07-18	234	59	59	70	8	40	24	150	9	171	151	22	192	12	149	24	28	17	1409	18	15	7	22	10125	10183	1	10059	24	49	22	81	15	8	80	96	22	62	16	24
2016-07-19	264	40	43	70	9	20	21	130	9	153	114	24	181	10	83	24	44	27	1426	42	90	30	11	10085	10130	24	10041	3	56	3	80	18	7	82	97	2	67	18	24
2016-07-20	321	16	20	40	14	10	3	70	16	146	91	24	191	15	51	24	70	43	1922	0	-1	-1	5	10160	10194	23	10131	1	65	1	82	19	6	73	97	24	48	14	31
2016-07-21	344	19	21	40	15	0	5	70	15	133	75	4	184	14	45	6	25	16	1482	0	0	0	1	10234	10271	24	10196	1	26	24	83	11	6	76	98	3	50	10	24
2016-07-22	173	11	13	20	10	0	1	50	13	150	62	4	209	16	34	6	139	87	2723	0	0	0	1	10278	10288	9	10268	19	14	1	82	16	1	74	98	1	49	14	45
2016-07-23	173	20	23	40	10	10	21	60	9	188	104	3	256	15	71	6	147	92	2687	0	0	0	1	10246	10268	1	10222	24	58	4	82	17	0	68	97	1	41	16	48
2016-07-24	127	10	15	30	12	0	2	70	14	209	107	4	289	16	80	6	147	92	2727	0	0	0	1	10185	10217	1	10157	24	61	24	81	13	0	66	97	1	32	15	50
2016-07-25	343	20	22	40	15	0	4	70	16	223	133	4	287	13	107	6	138	87	2602	0	0	0	1	10158	10178	24	10149	3	3	4	81	17	0	67	99	4	37	17	49
2016-07-26	39	28	29	40	16	20	1	70	16	212	157	5	270	15	143	6	136	86	2613	0	0	0	1	10178	10193	8	10162	24	50	6	81	18	0	71	90	5	45	13	49
2016-07-27	343	14	20	40	17	10	8	90	17	214	159	4	287	14	148	6	61	39	1867	25	83	74	23	10112	10155	1	10081	24	15	23	71	7	4	76	98	23	48	13	35
2016-07-28	347	15	20	30	5	10	13	50	2	185	155	23	221	15	142	24	16	10	1269	4	8	8	18	10086	10094	13	10071	1	21	1	81	16	7	84	98	1	62	14	22
2016-07-29	247	27	30	50	10	10	21	120	20	164	114	24	207	15	85	24	98	62	2045	11	49	39	20	10120	10148	20	10093	1	46	23	82	12	5	73	98	23	41	15	35
2016-07-30	231	35	38	60	12	10	23	130	12	154	113	5	195	16	96	24	97	62	2081	8	12	11	4	10152	10171	23	10131	2	59	6	80	10	4	72	94	1	45	16	35
2016-07-31	195	28	30	40	10	20	1	80	13	153	123	4	179	15	111	6	2	1	908	17	9	4	18	10168	10175	12	10161	24	46	20	80	13	8	84	97	24	60	15	15
2016-08-01	134	19	30	50	11	10	4	140	22	202	118	4	269	16	84	6	85	55	2231	35	218	180	23	10119	10159	1	10081	24	1	4	81	16	4	77	99	2	49	14	41
2016-08-02	239	24	27	50	11	10	1	110	16	176	126	24	214	16	93	24	65	42	1351	11	10	3	1	10122	10149	22	10078	1	43	5	77	15	5	85	98	4	53	16	24
2016-08-03	219	19	26	50	11	10	1	110	19	179	122	1	230	16	94	6	93	60	2072	10	60	46	19	10147	10155	12	10140	3	43	5	81	17	6	79	98	1	50	13	36
2016-08-04	206	24	29	60	13	10	1	110	13	185	140	4	237	16	114	6	85	55	1897	0	0	0	1	10125	10139	1	10110	24	44	1	80	16	5	78	98	1	51	15	34
2016-08-05	99	3	18	40	16	10	1	160	16	179	131	3	238	14	103	6	39	25	1463	28	37	15	19	10086	10105	1	10070	24	50	3	80	9	6	84	98	3	60	11	26
2016-08-06	222	40	42	60	8	30	1	110	8	172	152	3	204	17	139	6	51	33	1272	7	12	9	15	10099	10144	24	10068	3	59	4	80	17	6	80	96	4	67	13	22
2016-08-07	237	38	41	60	14	20	20	110	11	156	143	21	192	14	126	24	14	9	895	48	88	42	10	10190	10222	24	10147	1	30	20	82	13	7	86	97	20	58	13	15
2016-08-08	237	19	23	40	11	10	4	70	11	169	124	5	207	11	91	6	38	25	1407	0	-1	-1	18	10232	10241	23	10220	3	40	20	75	11	6	87	98	3	69	10	24
2016-08-09	2	22	24	40	12	10	4	80	15	168	100	24	219	13	72	24	112	74	2108	0	0	0	1	10262	10281	24	10241	1	1	5	83	18	2	75	99	3	53	13	36
2016-08-10	42	18	19	30	11	0	3	70	12	157	76	5	219	15	52	6	131	87	2303	0	0	0	1	10272	10284	8	10258	18	7	3	82	19	1	72	99	3	46	15	39
2016-08-11	73	21	23	40	13	0	3	80	18	159	93	4	213	15	71	6	62	41	1539	0	0	0	1	10225	10258	1	10181	24	57	3	82	14	4	77	98	2	56	15	26
2016-08-12	110	38	41	60	10	30	1	120	12	186	126	4	241	16	104	6	130	87	2368	0	0	0	1	10151	10178	1	10134	24	70	1	83	19	1	63	85	1	42	15	42
2016-08-13	127	17	22	40	8	10	14	60	7	186	140	5	245	14	121	6	53	36	1423	0	-1	-1	11	10131	10136	11	10126	18	28	24	75	1	6	78	97	22	62	15	25
2016-08-14	79	8	13	20	8	10	1	60	13	199	152	5	262	12	127	24	61	41	1336	6	7	4	14	10131	10143	20	10123	4	2	24	70	17	5	87	99	24	60	11	24
2016-08-15	112	18	38	70	13	10	1	140	14	219	144	2	288	14	119	6	68	46	1844	2	9	9	19	10101	10134	24	10065	16	4	1	81	18	5	72	99	1	46	13	35
2016-08-16	214	18	23	40	12	10	2	80	12	190	135	4	241	15	104	6	85	58	1919	0	0	0	1	10174	10193	23	10137	1	61	4	78	13	4	75	97	4	50	14	34
2016-08-17	155	27	28	40	10	20	1	80	12	216	151	5	270	16	120	6	81	55	1839	0	0	0	1	10182	10190	2	10171	18	67	3	81	19	3	67	90	5	44	12	34
2016-08-18	148	22	25	40	8	0	24	80	15	241	159	3	320	16	127	6	113	78	2194	0	0	0	1	10164	10176	1	10151	17	65	21	82	14	1	70	96	23	43	14	43
2016-08-19	186	13	26	50	13	10	1	90	15	255	176	4	330	16	149	6	93	64	1980	0	-1	-1	17	10149	10161	1	10133	17	38	23	81	14	3	71	97	2	44	15	39
2016-08-20	288	18	23	40	11	10	19	90	13	219	162	24	270	12	133	24	81	56	1786	0	0	0	1	10191	10208	14	10156	1	18	4	81	11	3	78	98	22	56	11	34
2016-08-21	241	11	20	30	13	10	1	70	15	205	149	2	267	15	124	6	39	27	1489	0	-1	-1	23	10167	10204	1	10139	24	2	1	81	18	6	78	99	1	51	15	27
2016-08-22	247	40	41	60	10	20	20	110	14	184	157	21	221	14	127	24	93	65	1804	0	0	0	1	10162	10172	12	10137	1	63	4	80	12	4	72	90	4	51	11	32
2016-08-23	248	13	28	40	1	20	4	70	9	181	135	5	231	14	120	6	63	44	1691	0	-1	-1	23	10142	10163	1	10099	24	56	7	81	13	6	73	95	5	49	13	30
2016-08-24	189	10	20	30	12	0	6	70	21	184	130	5	239	14	111	6	45	32	1516	25	58	32	21	10064	10094	1	10044	20	34	22	72	14	7	75	97	22	47	14	27
2016-08-25	210	48	50	80	15	30	1	160	17	177	153	4	218	15	146	6	44	31	1231	16	20	10	12	10040	10047	20	10032	6	35	2	81	15	7	81	97	2	61	15	21
2016-08-26	259	29	36	60	1	10	21	170	12	160	105	24	196	12	77	24	44	31	1068	76	219	51	7	10118	10200	24	10039	1	0	24	75	15	6	90	100	23	78	15	18
2016-08-27	157	26	28	50	11	10	1	80	11	169	97	3	218	14	74	6	80	57	1851	0	-1	-1	16	10177	10205	7	10129	24	1	3	81	14	5	75	100	3	51	14	32
2016-08-28	223	16	26	40	11	10	20	90	14	177	116	24	228	14	84	24	52	37	1308	10	17	16	2	10146	10179	23	10115	4	14	24	80	13	5	80	98	22	61	15	23
2016-08-29	208	20	29	60	13	10	4	110	13	179	102	5	241	14	72	6	94	68	1841	9	21	21	24	10153	10176	1	10136	18	0	5	80	13	4	74	100	2	45	13	32
2016-08-30	210	29	30	50	10	10	20	120	15	158	134	6	210	14	118	24	57	41	1316	30	44	17	1	10153	10157	8	10148	2	41	23	79	13	6	86	98	22	55	13	22
2016-08-31	340	38	42	70	10	10	21	140	9	135	91	24	171	14	71	24	34	25	910	57	102	39	8	10219	10266	24	10152	1	50	8	81	16	7	82	97	2	58	12	15
2016-09-01	224	16	20	30	14	10	3	60	10	139	66	5	193	14	32	6	107	78	1810	0	0	0	1	10262	10272	8	10249	24	58	3	82	18	4	72	98	3	43	14	29
2016-09-02	218	18	23	40	10	10	19	60	10	158	102	5	196	14	80	6	11	8	877	0	0	0	1	10245	10253	23	10237	14	59	10	79	16	7	80	96	24	67	13	15
2016-09-03	358	11	14	30	13	0	5	80	14	171	117	24	230	16	88	24	98	72	1777	0	0	0	1	10250	10257	7	10243	24	5	24	81	12	3	82	99	24	52	14	31
2016-09-04	287	12	19	40	16	0	1	70	15	176	97	5	247	15	70	6	107	79	1823	0	0	0	1	10226	10242	1	10212	17	4	1	81	15	3	80	99	1	55	11	32
2016-09-05	342	25	26	40	13	20	1	80	14	159	125	22	201	13	108	24	49	37	1225	0	0	0	1	10245	10275	24	10223	1	61	2	75	13	6	74	97	2	57	12	21
2016-09-06	259	17	20	30	13	10	4	70	14	151	112	3	196	16	86	24	37	28	1120	0	0	0	1	10269	10287	9	10243	24	65	3	80	12	5	72	92	3	54	14	19
2016-09-07	248	26	30	40	3	10	20	80	9	172	123	24	232	15	98	24	101	76	1648	0	0	0	1	10232	10239	1	10226	24	5	24	77	15	2	81	99	23	61	14	28
2016-09-08	107	2	11	20	10	0	18	40	13	177	118	24	254	15	85	24	88	67	1637	0	0	0	1	10204	10224	1	10179	24	1	23	72	17	2	83	99	23	55	14	29
2016-09-09	162	19	22	40	15	10	1	60	12	185	91	5	281	15	58	6	116	88	1794	0	0	0	1	10131	10174	1	10104	23	2	1	81	17	0	75	100	1	40	16	32
2016-09-10	217	31	32	60	13	10	1	110	14	186	130	2	233	16	100	6	59	45	1128	0	0	0	1	10123	10132	10	10110	2	56	6	77	17	5	81	98	23	60	16	20
2016-09-11	249	25	35	60	15	10	20	110	14	156	93	23	182	4	65	24	36	28	743	20	29	22	11	10113	10135	22	10097	6	60	11	83	18	7	80	97	20	61	14	12
2016-09-12	246	26	33	50	12	20	3	100	11	133	90	6	169	16	48	6	89	69	1431	23	33	16	2	10126	10134	9	10109	24	58	24	81	9	4	72	97	4	48	15	23
2016-09-13	311	6	22	40	23	10	1	80	24	132	83	3	171	14	57	6	25	19	931	12	4	2	1	10160	10180	16	10110	1	2	3	82	17	7	77	99	3	55	16	15
2016-09-14	237	36	43	60	8	20	20	140	14	140	112	2	175	14	102	6	15	12	462	29	20	7	14	10112	10146	1	10086	13	32	11	74	16	7	82	97	11	71	18	7
2016-09-15	236	22	23	40	14	10	2	70	11	135	82	4	191	13	47	6	34	27	968	0	0	0	1	10164	10174	9	10141	1	59	22	76	10	5	83	98	22	62	12	15
2016-09-16	217	27	28	50	12	10	2	100	12	143	71	2	193	16	32	6	41	32	981	0	0	0	1	10134	10159	1	10108	23	2	2	78	15	4	85	99	2	65	12	16
2016-09-17	227	34	35	50	12	30	1	90	12	167	143	24	199	14	127	24	31	25	967	0	-1	-1	5	10122	10135	10	10109	1	59	5	80	14	7	81	94	7	66	12	17
2016-09-18	248	27	33	50	7	10	21	150	19	128	83	21	174	11	61	24	41	33	976	36	72	19	24	10116	10154	23	10092	7	44	19	80	13	6	85	98	21	61	14	15
2016-09-19	245	22	27	50	13	10	1	130	11	93	48	24	150	14	17	24	49	39	964	57	106	29	15	10190	10221	22	10152	2	3	24	82	12	5	88	99	24	59	12	14
2016-09-20	203	26	27	40	14	10	1	80	15	110	46	1	157	14	17	6	27	22	549	9	6	5	9	10210	10223	9	10193	24	32	4	80	14	6	83	98	1	62	16	8
2016-09-21	203	17	21	30	1	10	15	70	24	125	97	6	162	13	82	6	4	3	802	0	-1	-1	24	10145	10189	1	10107	22	65	18	81	12	7	76	96	20	55	13	13
2016-09-22	333	19	21	40	9	0	21	90	14	105	37	24	161	14	15	24	94	77	1338	14	11	4	5	10173	10209	19	10115	1	15	24	82	17	3	82	98	21	52	15	20
2016-09-23	84	38	40	70	19	0	2	130	19	88	22	5	136	12	6	6	24	20	757	37	109	45	19	10126	10202	1	9992	24	12	4	82	14	8	85	98	2	59	12	11
2016-09-24	178	54	68	120	15	40	5	260	15	142	97	2	216	13	95	6	9	7	580	45	96	39	2	9921	9987	1	9874	13	45	1	75	12	7	86	97	4	72	19	9
2016-09-25	182	49	50	70	10	30	24	140	13	135	112	6	168	14	102	6	65	54	1067	17	25	14	1	9949	9965	20	9924	2	65	1	81	15	5	81	94	1	64	15	17
2016-09-26	179	43	44	60	8	30	18	120	14	132	108	23	161	15	93	24	21	18	649	0	-1	-1	1	9980	10009	21	9951	4	64	4	80	16	6	84	94	4	69	16	10
2016-09-27	225	22	29	50	10	20	12	90	18	125	97	24	166	15	70	24	24	20	603	24	45	14	20	10055	10130	24	10007	1	58	10	80	15	6	90	97	21	69	15	9
2016-09-28	213	41	42	60	11	30	1	110	11	132	98	1	171	14	81	6	42	35	872	12	4	2	24	10136	10145	9	10128	24	57	4	80	13	7	83	95	1	62	14	14
2016-09-29	247	33	37	60	13	20	21	110	12	128	101	21	158	12	72	24	80	68	1082	15	9	5	3	10160	10198	24	10124	4	50	3	81	15	5	78	97	3	53	14	17
2016-09-30	218	37	38	60	11	20	3	120	15	123	79	5	165	14	47	6	104	89	1321	0	0	0	1	10195	10212	8	10170	24	65	3	77	15	1	77	93	3	56	11	21
2016-10-01	202	45	45	60	11	30	1	110	13	142	100	2	187	14	91	6	48	41	979	11	3	2	24	10144	10169	1	10131	18	61	24	80	15	7	77	94	24	56	13	16
2016-10-02	200	39	40	50	1	30	4	90	2	145	128	7	178	15	114	24	40	34	864	0	-1	-1	2	10127	10141	10	10097	24	60	2	75	17	6	84	94	2	69	13	14
2016-10-03	205	49	50	60	4	40	11	130	9	128	104	24	150	13	97	24	3	3	341	81	55	15	10	10074	10093	1	10060	24	59	24	75	13	8	89	95	24	79	13	5
2016-10-04	228	34	40	70	13	30	5	120	12	116	100	8	151	14	93	24	46	40	777	52	90	30	6	10082	10129	21	10041	5	45	5	82	13	7	83	98	5	61	12	12
2016-10-05	234	37	45	100	10	10	23	210	10	128	98	24	164	14	93	6	18	16	539	111	129	33	6	10075	10112	20	10013	8	32	6	80	14	8	86	98	6	67	14	8
2016-10-06	316	15	18	30	6	0	21	70	8	96	33	24	153	15	6	24	45	40	708	96	183	47	6	10114	10158	24	10058	5	4	20	80	13	5	91	99	20	65	15	10
2016-10-07	313	13	16	40	12	0	2	80	12	78	26	24	153	13	5	6	89	79	1116	0	0	0	1	10208	10241	22	10158	1	5	2	82	13	2	84	99	2	56	13	15
2016-10-08	124	14	18	40	13	10	1	70	12	78	15	6	138	12	-7	6	35	31	779	0	-1	-1	19	10174	10235	1	10119	24	2	5	80	13	5	86	100	6	61	13	11
2016-10-09	343	14	15	40	12	0	18	70	12	75	20	5	142	14	1	6	54	48	954	0	0	0	1	10155	10173	21	10119	2	3	2	80	12	4	82	99	2	47	13	13
2016-10-10	42	7	11	20	12	0	1	40	3	81	20	24	145	14	-4	24	52	47	875	0	0	0	1	10162	10170	1	10154	24	57	22	81	12	4	84	98	22	54	15	12
2016-10-11	118	35	36	60	14	20	1	100	15	89	17	2	143	15	-9	6	92	84	1103	9	23	23	24	10095	10147	1	10043	24	49	2	75	16	2	80	98	1	56	14	16
2016-10-12	213	36	46	70	12	30	5	140	12	112	82	24	144	11	74	24	10	9	382	66	164	45	4	10052	10100	24	10014	6	36	6	75	11	7	88	98	5	77	22	6
2016-10-13	195	35	37	50	10	30	1	100	14	89	75	1	113	14	66	6	6	6	282	57	44	15	11	10049	10101	1	10006	23	56	12	70	4	8	92	97	12	84	10	4
2016-10-14	217	40	41	60	11	30	15	110	12	86	63	6	118	14	55	6	49	45	732	11	15	7	8	9984	10005	1	9966	22	57	7	75	12	6	86	94	6	71	14	10
2016-10-15	217	32	37	60	14	20	1	110	13	104	74	7	135	14	48	6	64	60	793	5	3	2	2	10029	10052	21	9972	1	58	1	82	14	6	77	97	2	56	13	12
2016-10-16	204	52	56	80	15	30	22	160	15	110	88	23	150	14	74	24	48	45	585	23	14	9	8	10043	10086	24	10016	7	58	8	76	14	5	79	93	8	59	15	9
2016-10-17	167	40	42	60	9	30	1	130	10	117	70	2	157	14	54	6	4	4	363	33	19	8	8	10052	10083	1	10034	11	50	8	75	14	7	91	97	2	80	14	6
2016-10-18	174	23	29	40	1	10	18	70	2	152	130	21	186	13	115	24	2	2	220	31	80	56	24	10066	10092	24	10043	5	56	19	75	11	8	88	98	19	75	12	4
2016-10-19	162	24	25	40	11	10	2	70	13	168	131	3	212	14	119	6	48	46	692	16	6	4	2	10100	10117	20	10077	6	20	3	80	15	7	82	98	1	59	13	12
2016-10-20	235	4	21	30	9	10	14	80	9	149	134	22	164	10	132	24	4	4	306	10	3	2	5	10165	10189	20	10117	1	56	8	75	13	8	88	96	6	77	14	5
2016-10-21	37	32	35	50	6	20	1	110	7	135	115	7	148	15	114	12	0	0	243	0	-1	-1	2	10176	10184	8	10166	15	4	24	65	5	8	95	99	23	92	5	4
2016-10-22	72	16	16	30	21	10	1	40	20	162	123	7	220	14	123	12	65	63	750	0	0	0	1	10209	10230	23	10185	2	1	1	67	15	6	87	100	1	63	14	13
2016-10-23	73	24	25	30	7	10	2	60	19	143	117	24	182	15	104	6	37	36	549	0	0	0	1	10237	10246	9	10229	1	19	5	58	14	7	89	98	4	68	14	9
2016-10-24	64	24	26	40	20	20	1	60	4	119	107	6	137	11	102	6	2	2	289	2	1	1	3	10208	10231	1	10188	24	15	8	50	20	8	94	98	8	91	9	4
2016-10-25	11	22	24	40	15	10	3	90	17	107	86	24	133	13	78	24	12	12	273	0	-1	-1	19	10167	10192	1	10155	15	17	8	80	13	8	83	98	3	66	13	4
2016-10-26	45	29	30	40	4	20	6	90	1	50	1	23	86	1	-26	24	19	19	474	3	1	1	1	10114	10165	1	10057	24	65	1	82	14	7	69	91	1	49	12	6
2016-10-27	11	27	28	50	11	10	6	100	16	29	-16	6	82	12	-44	12	77	77	792	0	-1	-1	21	10104	10159	24	10052	3	61	6	82	12	2	81	97	5	56	14	9
2016-10-28	204	27	30	60	24	10	1	100	15	47	-28	6	102	14	-54	6	54	55	625	0	-1	-1	21	10147	10160	8	10128	24	11	2	80	11	5	78	98	2	59	14	8
